filename,width,height,style,complexity,selection_score,annotation_priority,visible_classes,has_walls,has_doors,has_windows,has_furniture
6c1fc65c88390710ac0c05b80f5a276f.jpg,735,923,line_drawing,high,131.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
65fce43ecf1817bc941558229757c178.jpg,736,1026,furnished_color,high,130.9,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
42b92acb-8c13-45e1-bfb7-9185f0199d8e.jpg,749,1157,line_drawing,high,130.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
4bead84e-a43c-45d6-9a4f-b081b1f1d769.jpg,755,1100,line_drawing,high,130.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
e77e5e6a-3229-4905-b6f2-19fd377ab44a.jpg,797,1280,line_drawing,high,129.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
f2b70aa4-a288-4a30-be91-aca2ea066b4f.jpg,720,1280,furnished_color,high,129.9,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
2aeed81973cc79007d80950c456d2620.jpg,657,1168,line_drawing,high,129.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
d34f12f415f2febef838494c8bbc7472.jpg,735,776,line_drawing,high,129.8,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
456ce1da-3261-44cf-a858-9212de9adc8c.jpg,1162,800,line_drawing,high,129.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
2922575226f7595d7e2e6cfe53d53898.jpg,735,894,line_drawing,high,129.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
f0503b1b-f7af-48f5-b179-43b7a7b4244f.jpg,736,825,line_drawing,high,129.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
648ac238-7536-4171-8ebe-6676ecb23e65.jpg,862,789,line_drawing,high,129.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
724392c6-916c-4b6e-bb4f-af26040c8c6a.jpg,661,1161,line_drawing,high,129.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
fc4254ab-6f18-4b55-8e24-e5dfcb4895d1.jpg,904,795,line_drawing,high,128.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
b5bde570-d2fb-4f0f-9be7-51a5f3c2b416.jpg,736,1042,line_drawing,high,128.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
80f8f0e1-6284-4862-95f9-ccb23bca906e.jpg,720,819,line_drawing,high,128.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
e9321095-8689-4462-af2c-bd7d69e0416a.jpg,1070,1280,line_drawing,high,128.3,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
646018ad364e5082f5e3c9c0f523adc5.jpg,720,866,line_drawing,high,128.3,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
801b6f827a37ebf0a664ab823e7e74f3.jpg,650,852,line_drawing,high,127.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
de84344c-9ffd-4921-b11c-d9f3ee79eab1.jpg,736,745,line_drawing,high,127.7,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
959c42dd-3b05-4bcb-a24e-b8b5e943d4d8.jpg,1199,1157,line_drawing,high,127.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
2b9aabd5-a08a-414c-ba70-b305490635b8.jpg,617,1114,line_drawing,high,127.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
ff76c233-58af-4126-b6e3-0ef3d4532d93.jpg,646,1208,line_drawing,high,127.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
10929e2c15b8381c0e64f81f76614c5b.jpg,735,849,line_drawing,high,127.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
16f877ea-0716-4c22-b807-221bc649163e.jpg,700,1064,line_drawing,high,127.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
3f7c92bf-4817-496d-a242-91195f24726b.jpg,643,1080,line_drawing,high,127.5,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
02cbb2b3e85c45b219105c38c4235e2a.jpg,736,1145,line_drawing,high,127.3,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
fd0f25c0-d94c-4253-971b-cf3b9fe6948c.jpg,1199,674,line_drawing,high,127.2,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
94da19bc-7654-43eb-9ba6-ae16efcbf547.jpg,650,929,furnished_color,high,127.1,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
d76b44bb-0041-441b-81bc-d78d5797d671.jpg,873,807,line_drawing,high,127.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
dfce5a5bc4758423a15863ccfe57ac05.jpg,720,693,line_drawing,high,126.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
ca1eaecd-1cd8-41b9-827a-01ab6ea5c0dc.jpg,746,915,line_drawing,high,126.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
6febe6d06bf62361c4678d436c58f62b.jpg,736,669,line_drawing,high,126.3,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
6d764a24-3e3d-4b28-97bc-89579f4099cf.jpg,735,984,line_drawing,high,126.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
099034104bad5a0b0c0b2fec027ffc3b.jpg,735,732,line_drawing,high,125.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
3543db3e27739d736f381a4ce4209df2.jpg,735,916,line_drawing,high,125.5,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
26e39dbd-9083-47db-9919-97a8167f9496.jpg,768,968,line_drawing,high,125.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
15e6f51b-63da-46f5-83ee-363c00722908.jpg,750,750,line_drawing,high,124.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
44f89c7c-0649-4ac8-acf2-5c478c792339.jpg,689,778,line_drawing,high,124.7,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
32447bee-9380-4c52-bba2-49bce9e058c4.jpg,649,1176,line_drawing,high,124.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
8c24d10d-8005-4a6f-9c9a-cb11e9cd9bd9.jpg,735,717,line_drawing,high,124.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
5cc99e47ed785b4b2c487fee1620724a.jpg,736,879,line_drawing,high,124.6,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
c28fbd32-f747-4058-bf7e-597f951a6009.jpg,630,1130,line_drawing,high,124.6,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
cdfdf354d79854cdaa349c359c386092.jpg,736,805,line_drawing,high,124.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
30d93c0824b026fc1b7862c3e2e5a90f.jpg,735,730,line_drawing,high,124.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
430ae22b24988d56d4b9944f693ed2c9.jpg,736,988,line_drawing,high,123.7,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
e1634116f56c35ce95c076950830b32a.jpg,564,1095,line_drawing,high,123.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
b6852d9b-5f20-4447-af87-d104659a3b27.jpg,607,1046,line_drawing,high,123.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
419128e7fe8b88f4f3a43d57a93a51b0.jpg,736,961,line_drawing,high,123.3,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
31fa584b354c6862e88b187623094c32.jpg,736,701,line_drawing,high,123.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
534c2fad-7c36-4d1f-b9dc-bb6a10464dc2.jpg,735,873,line_drawing,high,123.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
f5ad7747-efae-4e04-b83f-a77c7c7ef20e.jpg,736,681,line_drawing,high,123.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
26552058-02b9-475a-bc37-5e2fae73947d.jpg,1000,710,line_drawing,high,122.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
86b91dcc44ee18990c38257771319063.jpg,564,1054,line_drawing,high,122.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
1f7dd3f5-6bea-42be-b36c-6c90aa060737.jpg,750,735,line_drawing,high,122.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
af20bc0e-7dac-411b-8273-0890b232f7b9.jpg,736,700,line_drawing,high,122.7,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
d8f41862602691075c2798ab48758bac.jpg,736,890,line_drawing,high,122.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
d8106cbc-9c82-47ea-9daa-8a206275fa00.jpg,720,720,line_drawing,high,122.4,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
ce86aee41608795922ba2616aa2346a4.jpg,735,756,line_drawing,high,122.3,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
e3ba700efc32ce022299e9b3076f5183.jpg,735,889,line_drawing,high,122.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
8c6c7571c8fa3d65b33b60611626d13a.jpg,564,740,line_drawing,high,122.0,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
1108d0cea792e660139d165610d4ae82.jpg,735,840,line_drawing,high,122.0,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
c2990258c02371030dc5480cfa1a09b2.jpg,653,800,line_drawing,high,121.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
ae98df4f-06de-44cd-90c3-3265b38c1367.jpg,735,696,line_drawing,high,121.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
6549ac644ce535a6039b8b8bfdc68f6e.jpg,674,900,furnished_color,high,121.6,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
250d3b53-94fb-4ac0-86f3-16e2df41c8ff.jpg,640,960,furnished_color,high,121.4,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
75e32229cb0eafbd6afccb46aadc07ed.jpg,564,928,line_drawing,high,121.1,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
bf9e6f18-5038-434e-99a7-5d4ccff56117.jpg,800,800,line_drawing,high,120.9,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
514abf23-42ce-4350-8eaf-a2bc17ebd478.jpg,514,1000,line_drawing,high,120.8,P1,bathroom;bedroom;door;kitchen;living_room;wall;window,True,True,True,False
28ee304ba45dd5587a9addb581d8cf10.jpg,720,817,furnished_color,high,120.8,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
678cd448-fbab-4ddd-a8bf-8b87a608fc41.jpg,588,1000,furnished_color,high,120.7,P1,bathroom;bed;bedroom;chair;door;kitchen;living_room;sink;sofa;stove;table;toilet;wall;wardrobe;window,True,True,True,True
