epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
24,33.0014,1.60136,3.45883,4.24344,1.53798,0,0,0,0,0,0,0,0,0,1.60168,3.4983,4.35274,1.54374,0,5.96228e-05,5.96228e-05,5.96228e-05
25,34.3357,2.17223,4.10514,3.94756,2.11164,0,0,0,0,0,0,0,0,0,1.60168,3.4983,4.35274,1.54374,0,5.99532e-05,5.99532e-05,5.99532e-05
26,35.6485,2.01788,3.79442,4.40343,1.59267,0,0,0,0,0,0,0,0,0,1.60168,3.4983,4.35274,1.54374,0,6.0095e-05,6.0095e-05,6.0095e-05
27,37.0377,2.04386,3.52676,4.32096,1.94014,0,0,0,0,0,0,0,0,0,1.60168,3.4983,4.35274,1.54374,0,6.00484e-05,6.00484e-05,6.00484e-05
28,38.2506,1.24898,4.22067,3.89018,1.51747,0,0,0,0,0,0,0,0,0,1.60168,3.4983,4.35274,1.54374,0,5.98132e-05,5.98132e-05,5.98132e-05
29,39.6894,1.42965,4.21227,4.21535,1.48534,0,0,0,0,0,0,0,0,0,1.50544,3.06537,4.31746,1.49546,0,5.93896e-05,5.93896e-05,5.93896e-05
30,40.9373,1.3655,3.766,4.08899,1.36504,0,0,0,0,0,0,0,0,0,1.50544,3.06537,4.31746,1.49546,0,5.87774e-05,5.87774e-05,5.87774e-05
31,42.3036,1.67279,3.61209,4.14998,1.53702,0,0,0,0,0,0,0,0,0,1.50544,3.06537,4.31746,1.49546,0,5.79768e-05,5.79768e-05,5.79768e-05
32,43.6036,1.30562,2.98304,4.12091,1.32455,0,0,0,0,0,0,0,0,0,1.50544,3.06537,4.31746,1.49546,0,5.69877e-05,5.69877e-05,5.69877e-05
33,44.982,1.497,4.74328,3.87491,1.64675,0,0,0,0,0,0,0,0,0,1.50544,3.06537,4.31746,1.49546,0,5.581e-05,5.581e-05,5.581e-05
34,46.3096,1.24391,3.58118,4.06087,1.41871,0,0,0,0,0,0,0,0,0,1.50544,3.06537,4.31746,1.49546,0,5.44439e-05,5.44439e-05,5.44439e-05
35,47.6371,1.21668,3.69727,3.9904,1.54657,0,0,0,0,0,0,0,0,0,1.55695,2.78361,4.26163,1.48415,0,5.28893e-05,5.28893e-05,5.28893e-05
36,49.1208,1.17729,3.05688,4.17314,1.47159,0,0,0,0,0,0,0,0,0,1.55695,2.78361,4.26163,1.48415,0,5.11462e-05,5.11462e-05,5.11462e-05
37,50.3284,1.43209,2.87731,4.01046,1.6256,0,0,0,0,0,0,0,0,0,1.55695,2.78361,4.26163,1.48415,0,4.92146e-05,4.92146e-05,4.92146e-05
38,51.6325,1.08374,3.47672,3.95205,1.53508,0,0,0,0,0,0,0,0,0,1.55695,2.78361,4.26163,1.48415,0,4.70945e-05,4.70945e-05,4.70945e-05
39,52.9657,1.23763,2.84171,3.87531,1.62966,0,0,0,0,0,0,0,0,0,1.55695,2.78361,4.26163,1.48415,0,4.47859e-05,4.47859e-05,4.47859e-05
40,54.3128,1.1084,3.59225,3.82086,1.4072,0,0,0,0,0,0,0,0,0,1.55695,2.78361,4.26163,1.48415,0,4.22888e-05,4.22888e-05,4.22888e-05
41,55.6789,2.77794,4.13148,4.43286,2.27511,0,0,0,0,0,0,0,0,0,1.55695,2.78361,4.26163,1.48415,0,3.96032e-05,3.96032e-05,3.96032e-05
42,57.1819,2.20139,2.85701,4.87608,2.01918,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,3.67291e-05,3.67291e-05,3.67291e-05
43,58.3811,1.95965,3.53917,4.70258,1.99216,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,3.36665e-05,3.36665e-05,3.36665e-05
44,59.8371,1.75227,3.04707,4.67525,1.96087,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,3.04154e-05,3.04154e-05,3.04154e-05
45,61.1911,1.6604,2.44831,4.56442,1.78957,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,2.69759e-05,2.69759e-05,2.69759e-05
46,62.5021,1.72295,2.69298,4.09366,1.68078,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,2.33478e-05,2.33478e-05,2.33478e-05
47,63.987,1.61061,2.90707,4.73233,1.45909,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,1.95312e-05,1.95312e-05,1.95312e-05
48,65.2637,1.44403,3.07487,4.31598,1.36123,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,1.55262e-05,1.55262e-05,1.55262e-05
49,66.6554,1.64603,3.45693,4.68873,1.43772,0,0,0,0,0,0,0,0,0,1.47827,2.64485,4.2352,1.42777,0,1.13326e-05,1.13326e-05,1.13326e-05
50,68.0752,1.71838,3.53653,4.53421,1.60221,0,0,0,0,0,0,0,0,0,1.36512,2.71248,4.31708,1.34881,0,6.95055e-06,6.95055e-06,6.95055e-06
